# index, sex, race, grade, school, _pos
984,2,1,11,1,"array([23.07379345,  9.65093745])"
985,2,1,10,1,"array([21.63007411,  9.64005356])"
986,2,1,9,1,"array([24.17165364, 10.28638561])"
987,1,1,9,1,"array([25.08853199, 10.0382062 ])"
988,2,1,9,1,"array([23.95666826,  9.98102806])"
989,1,1,12,1,"array([23.72440367, 10.66520178])"
990,2,3,11,1,"array([22.59671333,  7.79163656])"
991,1,1,12,1,"array([22.59171025, 10.39825844])"
992,1,1,11,1,"array([23.59888542,  9.52874176])"
993,1,1,12,1,"array([22.65707577,  8.33688458])"
994,2,1,10,1,"array([22.41306279,  8.99228319])"
995,2,1,11,1,"array([22.64529733,  9.59134217])"
996,2,1,11,1,"array([22.71587882, 10.08212606])"
997,1,1,11,1,"array([23.39715682,  9.17594377])"
998,1,1,11,1,"array([22.73502318,  7.95374562])"
999,2,1,9,1,"array([24.19262195, 10.47974737])"
1000,1,5,12,1,"array([24.35946144,  7.49946571])"
1001,1,2,10,1,"array([24.92449915,  8.13688745])"
1002,2,1,12,1,"array([19.53576548, 15.61576666])"
1003,2,1,11,1,"array([22.31326594,  9.77162359])"
1004,0,1,12,1,"array([22.82708064,  9.11268979])"
1005,2,1,11,1,"array([22.90759647,  9.02395142])"
1006,1,1,12,1,"array([23.574926  , 11.63947451])"
1007,2,1,10,1,"array([22.79629566,  8.69495691])"
1008,1,4,11,1,"array([23.22751994,  9.01833481])"
1009,2,1,10,1,"array([23.59927128,  8.9091574 ])"
1010,2,1,10,1,"array([23.93268057, 11.18579986])"
1011,2,1,9,1,"array([24.39371313,  9.1649946 ])"
1012,2,1,12,1,"array([23.07477243,  9.19361057])"
1013,2,1,12,1,"array([23.54288886,  7.60974761])"
1014,2,5,11,1,"array([22.49444421,  8.8811466 ])"
1015,1,1,11,1,"array([19.81434214,  3.08566153])"
1016,2,1,11,1,"array([23.32034095,  7.40010299])"
1017,2,1,10,1,"array([24.27225011,  9.13793847])"
1018,1,1,10,1,"array([25.18784701,  9.52553758])"
1019,2,2,10,1,"array([25.41629476,  7.70486635])"
1020,2,1,11,1,"array([23.27101042,  8.89189103])"
1021,1,1,11,1,"array([23.02072325,  9.34077485])"
1022,2,1,12,1,"array([22.13320084, 10.6609095 ])"
1023,1,1,9,1,"array([24.77069448, 10.79687626])"
1024,1,2,9,1,"array([26.11921637,  8.66382719])"
1025,2,2,10,1,"array([24.69540118,  7.92339981])"
1026,2,2,10,1,"array([25.58073932,  7.26445792])"
1027,2,1,12,1,"array([22.2605885 ,  8.91842012])"
1028,2,1,9,1,"array([24.81362951,  9.92001996])"
1029,2,2,10,1,"array([25.76078396,  7.44506552])"
1030,2,1,11,1,"array([22.70956569,  8.65853197])"
1031,2,1,11,1,"array([23.24349155,  8.39773508])"
1032,2,3,9,1,"array([23.99889769,  9.809188  ])"
1033,1,2,9,1,"array([26.20274959,  7.96163763])"
1034,2,1,11,1,"array([23.09272458,  7.59746654])"
1035,1,1,10,1,"array([24.62107578,  7.78086143])"
1036,1,1,9,1,"array([26.57288538,  9.13439468])"
1037,2,2,12,1,"array([25.35276648,  7.4896288 ])"
1038,2,1,11,1,"array([24.14926844,  8.60707321])"
1039,2,1,9,1,"array([24.5796554 ,  9.76581864])"
1040,1,1,9,1,"array([25.23503939,  8.88185678])"
1041,2,1,10,1,"array([22.98740818,  9.71742518])"
1042,2,1,11,1,"array([23.79647853,  8.49476034])"
1043,2,1,10,1,"array([23.97130681,  9.46893278])"
1044,1,1,11,1,"array([23.01809368,  8.58057382])"
1045,0,0,0,1,"array([24.06971199,  9.29218203])"
1046,1,1,9,1,"array([25.15599581,  9.78877817])"
1047,1,1,10,1,"array([24.43119412,  8.43369441])"
1048,1,1,10,1,"array([24.05035775,  8.38549992])"
1049,2,1,9,1,"array([24.34441918,  9.44929608])"
1050,1,1,11,1,"array([23.6062701 ,  9.86612513])"
1051,1,2,11,1,"array([24.13684015,  7.29567662])"
1052,2,1,12,1,"array([23.27113914, 10.04646957])"
1053,1,5,11,1,"array([22.81013429,  8.8243897 ])"
1054,2,4,11,1,"array([21.99581401,  9.29285552])"
1055,2,1,10,1,"array([23.40007046,  8.48492978])"
1056,1,1,9,1,"array([24.04665128, 10.16377201])"
1057,2,1,12,1,"array([23.06297044, 10.07578719])"
1058,2,1,11,1,"array([22.00252769,  9.74012712])"
1059,2,1,10,1,"array([24.17566108,  8.93947842])"
1060,1,2,8,0,"array([26.31976923,  8.85295   ])"
1061,1,1,8,0,"array([26.078833  , 11.49593259])"
1062,2,2,7,0,"array([27.0197754 ,  9.11385412])"
1063,2,5,8,0,"array([26.27766335, 10.79731696])"
1064,1,2,7,0,"array([26.90639142, 10.21408847])"
1065,1,2,7,0,"array([28.36116898, 10.14953038])"
1066,2,1,8,0,"array([25.65873103, 11.37662097])"
1067,1,3,7,0,"array([27.34916393,  9.71372418])"
1068,1,2,7,0,"array([27.73619218, 10.00385442])"
1069,2,1,7,0,"array([26.62475812, 11.28779261])"
1070,2,2,7,0,"array([25.183608  , 12.26401411])"
1071,2,1,7,0,"array([27.03939382, 10.80842367])"
1072,2,1,7,0,"array([27.0144204 , 11.49108355])"
1073,2,2,7,0,"array([27.49543138,  9.76582515])"
1074,1,1,8,0,"array([25.86253235, 11.18453443])"
1075,1,1,7,0,"array([26.89465395, 11.49359506])"
1076,2,1,8,0,"array([26.17787108, 11.12739889])"
1077,2,1,7,0,"array([27.52306289, 12.6552874 ])"
1078,0,3,0,0,"array([27.63739341,  9.24188201])"
1079,1,1,7,0,"array([27.12930932, 10.61743558])"
1080,2,5,8,0,"array([26.25053215, 10.41516436])"
1081,2,1,8,0,"array([25.59575881, 11.2688742 ])"
1082,1,1,7,0,"array([27.28283642, 11.27353847])"
1083,2,1,7,0,"array([27.38024856, 10.71256812])"
1084,2,1,8,0,"array([25.88507243, 11.26625202])"
1085,2,2,7,0,"array([27.56365101, 10.04938912])"
1086,2,1,8,0,"array([26.49997723, 11.81630207])"
1087,2,1,7,0,"array([28.37549637, 11.42142895])"
1088,2,1,8,0,"array([25.75989737, 11.33104556])"
1089,1,1,8,0,"array([26.37745074, 12.38977687])"
1090,2,1,7,0,"array([26.99186592, 11.14601132])"
1091,1,2,7,0,"array([27.67107304, 10.2631651 ])"
1092,1,1,8,0,"array([26.02421947, 11.9222043 ])"
1093,2,1,8,0,"array([25.96603335, 10.86899353])"
1094,2,1,7,0,"array([27.55707259, 11.87272165])"
1095,2,5,8,0,"array([25.92789631, 12.10592451])"
1096,2,1,7,0,"array([28.07450256, 10.62001   ])"
1097,2,2,8,0,"array([26.73840826, 10.3309989 ])"
1098,2,1,7,0,"array([27.23874722, 11.39208629])"
1099,1,1,8,0,"array([18.75196199,  3.98159495])"
1100,2,1,8,0,"array([25.65935959, 10.76869338])"
1101,1,1,8,0,"array([25.64916914, 11.73307057])"
1102,1,1,7,0,"array([27.40684086, 10.89093839])"
1103,0,1,7,0,"array([26.89760198, 10.98681451])"
1104,2,1,8,0,"array([26.83403755, 11.66270733])"
1105,2,2,7,0,"array([27.52445995,  9.58279059])"
1106,2,1,8,0,"array([25.91498945, 11.70867763])"
1107,1,1,8,0,"array([26.4297669 , 10.98882627])"
1108,1,1,7,0,"array([17.76555788,  5.18577247])"
1109,2,5,7,0,"array([26.13560425, 10.95225444])"
1110,1,2,8,0,"array([30.02034359,  3.2309334 ])"
1111,2,1,7,0,"array([27.98560382, 11.49010516])"
1112,1,1,7,0,"array([27.89782421, 11.61967434])"
1113,2,1,7,0,"array([27.60382606, 10.60566216])"
1114,2,2,8,0,"array([26.43770757, 10.62365268])"
1115,1,2,8,0,"array([27.14130632,  9.93711468])"
1116,2,2,7,0,"array([27.84785751,  9.87225186])"
1117,1,2,7,0,"array([27.94637491,  9.34320948])"
1118,2,1,7,0,"array([27.31705892, 11.50308452])"
1119,2,2,8,0,"array([26.75041187,  9.50085628])"
1120,1,4,7,0,"array([26.50632921, 10.4694966 ])"
1121,2,1,7,0,"array([27.29017653, 10.76893427])"
1122,2,1,8,0,"array([27.0962639 , 12.06398074])"
1123,1,2,8,0,"array([26.49665155, 10.0371335 ])"
1124,2,2,8,0,"array([21.24337997, 17.36587047])"
1125,2,2,7,0,"array([27.38594321,  9.95753605])"
1126,2,1,8,0,"array([26.07965928, 11.78845979])"
1127,2,1,8,0,"array([25.92780253, 10.54771193])"
1128,1,2,8,0,"array([21.44298702,  2.29197546])"
1129,1,1,8,0,"array([29.99379413,  3.99428924])"
1130,1,1,7,0,"array([27.92882311, 11.01203379])"
1131,2,1,8,0,"array([25.52333364, 10.76947088])"
1132,1,1,8,0,"array([31.86711434,  6.32471681])"
1133,1,1,8,0,"array([26.54524257, 11.7013332 ])"
1134,1,2,8,0,"array([27.13757839, 10.38359723])"
1135,2,2,7,0,"array([27.61282658,  9.80359654])"
1136,2,1,7,0,"array([26.64979816, 10.63500102])"
1137,2,2,8,0,"array([27.17227874,  9.74163911])"
1138,1,5,7,0,"array([28.18961898, 10.46004916])"
1139,2,2,7,0,"array([27.6293608 , 10.35830585])"
1140,1,2,7,0,"array([27.09921415, 10.126161  ])"
1141,1,3,8,0,"array([26.58441548,  9.50518521])"
1142,2,1,8,0,"array([25.75659643, 10.49924563])"
1143,2,1,8,0,"array([26.76921163, 12.43541706])"
1144,1,1,7,0,"array([26.90773268,  7.96887273])"
1145,1,1,7,0,"array([28.44308104, 10.89007558])"
1146,2,2,8,0,"array([27.1110544 , 10.91284608])"
1147,1,1,8,0,"array([25.80063042, 10.94531009])"
1148,2,1,7,0,"array([26.96031686, 11.57767887])"
1149,2,1,7,0,"array([28.24537313, 10.80476744])"
1150,1,1,8,0,"array([26.14193874, 11.56925984])"
1151,2,1,7,0,"array([26.82871677, 11.1519652 ])"
1152,1,5,0,0,"array([27.49307902, 11.29125352])"
1153,2,2,8,0,"array([26.85777893, 10.59260406])"
1154,1,1,7,0,"array([26.66421269,  9.69191911])"
1155,1,1,8,0,"array([26.52017709, 12.07923469])"
1156,1,2,8,0,"array([28.11342389,  9.7447968 ])"
1157,2,1,8,0,"array([26.37701412, 11.56978621])"
1158,1,2,8,0,"array([27.4602325 , 10.35991678])"
1159,1,2,9,0,"array([26.59553247, 10.72494397])"
1160,1,1,8,0,"array([25.84682954, 10.77350335])"
1161,2,3,8,0,"array([25.89382663, 11.57468541])"
1162,1,5,7,0,"array([27.66441004, 10.50752005])"
1163,2,2,8,0,"array([27.21458648, 10.1292527 ])"
1164,2,1,8,0,"array([26.00491292, 12.00746234])"
1165,1,1,8,0,"array([25.72626758, 11.64760383])"
1166,1,1,7,0,"array([27.4986528 , 10.84411363])"
1167,1,1,8,0,"array([26.64404403, 12.12928585])"
1168,1,2,8,0,"array([27.82347845, 10.13511506])"
1169,1,1,8,0,"array([25.91048153, 10.95122484])"
1170,1,2,7,0,"array([28.14408537, 10.29044896])"
1171,2,2,8,0,"array([26.22898206, 12.74832416])"
1172,1,1,7,0,"array([27.87536519, 10.86639913])"
1173,1,1,7,0,"array([27.27930608, 11.02865908])"
1174,2,1,7,0,"array([26.92447327, 11.77058704])"
1175,1,5,7,0,"array([28.20230606, 11.55489017])"
1176,1,1,8,0,"array([26.61513826, 11.4098609 ])"
1177,1,1,8,0,"array([26.28493558, 11.4504    ])"
1178,1,5,7,0,"array([27.78552257, 11.02776966])"
1179,1,1,7,0,"array([27.74943453, 10.41001747])"
1180,2,4,8,0,"array([26.17865937, 11.81285452])"
1181,2,5,8,0,"array([25.66495834, 11.1941901 ])"
1182,1,2,7,0,"array([27.14388118, 10.26526189])"
1183,2,1,8,0,"array([26.26427671, 12.17420409])"
1184,2,1,8,0,"array([25.90909308, 11.4090161 ])"
1185,2,1,7,0,"array([26.74146088, 11.49308073])"
1186,1,1,7,0,"array([27.70547918, 11.90348867])"
1187,2,2,8,0,"array([26.84824495,  9.63578574])"
1188,1,1,8,0,"array([26.28933012, 11.26958456])"
1189,2,1,7,0,"array([27.00937693, 10.52908836])"
1190,2,2,8,0,"array([26.1253029 , 10.21089215])"
1191,1,1,7,0,"array([26.29966166, 10.080329  ])"
1192,1,2,7,0,"array([27.56958142, 10.19920641])"
1193,2,2,8,0,"array([26.22405175,  9.61735268])"
1194,2,1,7,0,"array([27.96025023, 10.48735582])"
1195,1,2,8,0,"array([26.46794396,  9.89004191])"
1196,1,3,8,0,"array([25.98186096, 11.12210306])"
1197,1,1,7,0,"array([27.42783272, 11.38097801])"
1198,2,2,7,0,"array([27.53577677,  9.6709262 ])"
1199,2,1,7,0,"array([27.38679679, 11.2019605 ])"
1200,2,1,8,0,"array([16.80087184,  7.15643287])"
1201,2,1,8,0,"array([26.14895877, 11.95372896])"
1202,1,1,8,0,"array([25.85237408, 11.3425402 ])"
1203,1,1,7,0,"array([26.90858287, 10.84247269])"
1204,2,4,7,0,"array([26.54038681, 10.16370768])"
1205,1,5,6,0,"array([26.96793364, 11.91850748])"
1206,1,1,7,0,"array([26.41940553,  8.39785945])"
1207,2,2,7,0,"array([27.46422703, 10.15921921])"
1208,2,2,7,0,"array([26.60909853,  9.33260608])"
1209,1,4,8,0,"array([26.07951674, 10.62071458])"
1210,2,1,8,0,"array([26.95808962, 12.35442621])"
1211,2,1,7,0,"array([26.92658382, 11.29181073])"
1212,2,1,8,0,"array([26.75094543, 11.73236843])"
1213,1,1,8,0,"array([26.97335269, 12.07162515])"
1214,1,1,7,0,"array([26.90924626, 10.7157272 ])"
1215,1,1,7,0,"array([27.89417565, 10.68952346])"
1216,2,2,8,0,"array([26.9485174 , 10.10789749])"
1217,1,2,7,0,"array([27.79530228, 10.27952038])"
1218,1,1,7,0,"array([26.79228866, 11.01045748])"
1219,2,1,8,0,"array([26.05439217, 10.39752345])"
1220,2,1,7,0,"array([28.03681393, 11.14192999])"
1221,1,1,7,0,"array([17.88678356,  5.01028607])"
1222,2,5,7,0,"array([28.68851384, 11.43243582])"
1223,2,1,8,0,"array([25.79452823, 11.55297022])"
1224,1,3,7,0,"array([27.70978982, 11.16933272])"
1225,1,1,8,0,"array([25.89927394, 11.10163132])"
1226,2,2,8,0,"array([27.38872807,  9.42039529])"
1227,1,5,8,0,"array([26.91329172, 12.20341935])"
1228,1,2,8,0,"array([26.04638989, 11.03670703])"
1229,1,2,7,0,"array([27.36979359, 10.26256498])"
1230,2,2,8,0,"array([26.48671181,  9.71321527])"
1231,0,1,0,0,"array([26.42917201, 11.33715153])"
1232,1,1,8,0,"array([25.90628898, 12.40015846])"
1233,2,1,8,0,"array([25.99779953, 10.75594767])"
1234,2,2,8,0,"array([26.41756526,  9.55904077])"
1235,1,1,7,0,"array([27.6566026 , 11.49539844])"
1236,1,1,8,0,"array([22.67181219,  2.00771883])"
1237,2,2,7,0,"array([27.05845481,  9.3134214 ])"
1238,2,3,7,0,"array([27.63251226, 11.08362127])"
1239,2,1,7,0,"array([28.66683926, 11.24384674])"
1240,2,2,7,0,"array([28.412163  , 10.63526743])"
1241,1,1,7,0,"array([27.45851201, 11.94133255])"
1242,2,1,7,0,"array([27.79580415, 10.62490384])"
1243,1,1,8,0,"array([25.59405188, 10.60188965])"
1244,1,1,7,0,"array([26.78015782, 11.38232552])"
1245,1,1,7,0,"array([27.25960859,  9.9961513 ])"
1246,1,1,8,0,"array([26.11232087, 11.23633709])"
1247,1,1,8,0,"array([26.27676749, 11.06906494])"
1248,2,3,12,0,"array([23.82269527, 11.37199545])"
1249,2,1,7,0,"array([26.8055932, 10.410942 ])"
1250,1,1,8,0,"array([25.92083641, 11.86978463])"
1251,2,3,8,0,"array([24.27781651, 12.67014813])"
1252,2,1,7,0,"array([27.75788475, 10.75525592])"
1253,1,1,7,0,"array([27.23201372, 11.82714549])"
1254,1,1,8,0,"array([26.72849728, 11.15728376])"
1255,1,4,7,0,"array([26.59294483, 10.22854529])"
1256,2,1,8,0,"array([26.4680108 , 12.26354904])"
1257,2,2,8,0,"array([25.32393601,  7.83697102])"
1258,1,2,8,0,"array([26.09848364, 10.85297657])"
1259,2,1,7,0,"array([28.19353305, 11.24231591])"
1260,1,1,7,0,"array([27.07249172, 11.79113863])"
1261,2,1,8,0,"array([25.3922076 , 11.27658247])"
1262,2,1,7,0,"array([26.46577175, 10.80933233])"
1263,2,1,8,0,"array([26.45196218, 11.6285926 ])"
1264,1,1,12,0,"array([27.16789186, 10.83460172])"
1265,2,1,8,0,"array([25.2117845 , 10.80667935])"
1266,1,1,12,0,"array([27.01582682, 10.69262018])"
1267,2,1,8,0,"array([25.5837121 , 11.43833166])"
1268,2,1,8,0,"array([26.82079241, 11.27541483])"
1269,1,1,8,0,"array([26.49233867, 11.25732213])"
1270,1,1,8,0,"array([26.11825322, 11.33111594])"
1271,1,1,8,0,"array([25.43257253, 10.75017085])"
1272,1,1,8,0,"array([26.8420119 , 11.89631763])"
1273,2,1,8,0,"array([25.51068702, 11.72330678])"
1274,2,1,7,0,"array([27.25488138, 10.67234554])"
1275,2,1,8,0,"array([26.49495587, 11.91355662])"
1276,2,1,8,0,"array([26.38017151, 11.22047863])"
1277,1,1,7,0,"array([27.65203678, 10.86092297])"
1278,2,1,7,0,"array([25.24241987, 11.20635638])"
1279,1,1,7,0,"array([27.75822848, 11.31268984])"
1280,1,1,8,0,"array([26.20979583, 11.23125348])"
1281,1,2,8,0,"array([26.84274337, 10.29492057])"
1282,1,2,8,0,"array([16.50957049, 10.8442951 ])"
1283,2,1,8,0,"array([25.40345563, 11.63088436])"
1284,2,5,8,0,"array([26.60630199, 11.81763006])"
1285,1,2,7,0,"array([23.16209346,  1.45729843])"
1286,2,5,8,0,"array([26.64271817, 12.26291415])"
1287,2,1,7,0,"array([27.90165237, 12.16658482])"
1288,2,1,8,0,"array([26.32746381, 11.66678685])"
1289,2,2,7,0,"array([27.41867025,  9.57653552])"
1290,2,1,7,0,"array([27.61475321, 11.30088141])"
1291,2,4,8,0,"array([25.69331034, 11.83561495])"
1292,2,1,8,0,"array([25.6655828 , 11.56534883])"
1293,2,1,7,0,"array([27.80455829, 12.45081107])"
1294,1,5,7,0,"array([26.22709196, 10.95875698])"
1295,2,2,8,0,"array([27.00429288, 10.37314563])"
1296,2,1,8,0,"array([25.60712578, 11.03689421])"
1297,1,1,8,0,"array([25.80160465, 11.43016504])"
1298,2,1,8,0,"array([26.04180956, 12.23466397])"
1299,2,1,7,0,"array([27.23695835, 10.92302681])"
1300,1,1,8,0,"array([25.76847285, 10.84773476])"
1301,1,1,8,0,"array([25.7341526, 11.0600291])"
1302,2,3,8,0,"array([26.40678562, 11.74846193])"
1303,2,1,8,0,"array([26.27818872, 11.74353035])"
1304,2,1,7,0,"array([26.91479348, 11.39153467])"
1305,2,4,8,0,"array([26.38140305, 11.08751821])"
1306,2,1,8,0,"array([27.30003542, 11.6214775 ])"
1307,2,1,7,0,"array([27.36525809, 10.99671414])"
1308,2,1,7,0,"array([27.77318673, 11.45843546])"
1309,2,5,8,0,"array([26.17931169, 11.5000828 ])"
1310,1,1,8,0,"array([25.91038169, 11.49033573])"
1311,2,5,7,0,"array([28.37779774, 11.02568976])"
1312,2,1,7,0,"array([26.84513868, 10.50188357])"
1313,1,1,7,0,"array([26.98329475, 11.68320888])"
1314,2,1,8,0,"array([26.00816667, 11.22438259])"
1315,1,2,8,0,"array([26.44692091, 10.30731102])"
1316,2,3,0,0,"array([25.03312627, 11.50720755])"
1317,2,1,7,0,"array([25.79252605, 10.34230354])"
1318,1,1,8,0,"array([26.03722398, 11.40164432])"
1319,1,1,7,0,"array([27.61044329, 10.74638954])"
1320,2,2,8,0,"array([26.70839898, 10.1754563 ])"
1321,2,1,8,0,"array([26.07942678, 11.63263831])"
1322,1,5,7,0,"array([26.69591422, 10.49734163])"
1323,2,2,8,0,"array([26.67358281, 10.02081327])"
1324,1,1,8,0,"array([18.90195474,  3.83503148])"
1325,1,2,7,0,"array([26.82931559, 10.04002739])"
1326,1,1,8,0,"array([26.78903337, 10.83188485])"
1327,2,2,8,0,"array([26.29349876, 10.2851482 ])"
1328,2,5,7,0,"array([26.92514442, 11.19930607])"
1329,1,1,8,0,"array([26.03145   , 11.56451526])"
1330,1,3,7,0,"array([24.38431573, 12.14861395])"
1331,2,1,7,0,"array([26.89235188, 11.09352019])"
1332,2,1,7,0,"array([27.82723087, 11.20556776])"
1333,1,2,8,0,"array([26.83770264,  9.86176402])"
1334,1,1,8,0,"array([25.78044869,  1.31485688])"
1335,1,1,7,0,"array([27.11937173, 11.05862759])"
1336,2,2,8,0,"array([26.5405652 , 10.33072691])"
1337,2,5,7,0,"array([27.54381374, 11.1625003 ])"
1338,1,4,8,0,"array([25.13636212, 10.38209974])"
1339,2,0,7,0,"array([27.00975069, 11.03923446])"
1340,1,2,7,0,"array([27.29673608,  9.50251562])"
1341,2,2,8,0,"array([27.35845499, 11.74404014])"
1342,1,2,7,0,"array([27.6678653 , 10.14513413])"
1343,1,2,8,0,"array([26.37315481, 11.41691992])"
1344,1,3,7,0,"array([27.19713244,  9.6472251 ])"
1345,1,1,8,0,"array([25.76388208, 10.69935198])"
1346,1,1,7,0,"array([27.2958103 , 10.85054791])"
1347,1,1,8,0,"array([26.41388652, 11.96926931])"
1348,2,5,7,0,"array([27.36861492, 10.60887821])"
1349,1,1,8,0,"array([25.39867636, 11.14647528])"
1350,2,1,8,0,"array([27.15496499, 11.67179922])"
1351,1,5,8,0,"array([26.11471933, 12.05047147])"
1352,1,2,7,0,"array([27.30212904,  9.81018784])"
1353,2,1,7,0,"array([28.12810199, 11.35765129])"
1354,1,1,8,0,"array([25.9738719 , 11.33244404])"
1355,2,2,7,0,"array([27.17114753,  9.52557315])"
1356,1,3,7,0,"array([21.97712024,  1.79815342])"
1357,2,1,7,0,"array([27.1672493, 10.7356439])"
1358,1,1,8,0,"array([26.15395274, 12.18995115])"
1359,1,1,8,0,"array([25.54301081, 11.35623224])"
1360,2,1,8,0,"array([25.70505071, 12.06369068])"
1361,1,1,8,0,"array([26.71920594, 11.30681056])"
1362,1,1,7,0,"array([28.10522093, 10.96943522])"
1363,2,2,7,0,"array([27.87068906, 10.01860688])"
1364,2,1,7,0,"array([27.51019592, 11.47296153])"
1365,1,4,7,0,"array([27.37210835, 11.09819896])"
1366,1,1,8,0,"array([26.37428397, 10.88631337])"
1367,2,1,8,0,"array([25.70396212, 11.48055055])"
1368,2,4,7,0,"array([27.5540903 , 11.59734097])"
1369,2,1,8,0,"array([26.84991422, 12.08708337])"
1370,1,2,7,0,"array([27.47087289, 10.02419622])"
1371,1,3,7,0,"array([27.32457802, 10.12179933])"
1372,1,2,8,0,"array([26.9757391 ,  9.95579859])"
1373,2,3,7,0,"array([27.32933958,  9.24192797])"
1374,1,3,7,0,"array([28.16618206, 10.10400256])"
1375,1,1,7,0,"array([28.01827958, 10.75700203])"
1376,1,1,8,0,"array([25.76588882, 11.22571931])"
1377,1,1,8,0,"array([26.48241501, 11.45310429])"
1378,1,1,8,0,"array([25.50695625, 11.18282709])"
1379,2,1,8,0,"array([25.88460911, 11.99609159])"
1380,2,1,8,0,"array([26.61386972, 11.60577799])"
1381,1,1,8,0,"array([25.42617057, 10.62850851])"
1382,2,1,7,0,"array([27.48076428, 10.51722215])"
1383,1,4,7,0,"array([27.22202028, 11.11622854])"
1384,1,1,7,0,"array([27.12578953, 11.32679281])"
1385,2,1,8,0,"array([25.767531  , 12.19189985])"
1386,1,1,7,0,"array([27.19703883, 11.228385  ])"
1387,1,1,7,0,"array([26.99065937, 10.94399545])"
1388,1,2,7,0,"array([27.20943865, 10.50051726])"
1389,1,2,7,0,"array([27.5876938 ,  9.90299682])"
1390,2,1,8,0,"array([26.00217287, 10.96155286])"
1391,2,1,7,0,"array([28.79340874, 10.84322585])"
1392,1,1,7,0,"array([27.58688063, 12.33842325])"
1393,1,1,7,0,"array([26.70093609,  9.87553623])"
1394,2,1,8,0,"array([25.82868496, 11.82990935])"
1395,2,2,7,0,"array([27.77825404,  9.40223246])"
1396,2,1,8,0,"array([26.29590253,  9.83702691])"
1397,1,2,8,0,"array([27.04994496,  9.62656247])"
1398,1,1,8,0,"array([26.1690186 , 11.42208068])"
1399,1,2,7,0,"array([27.76882995,  9.57535241])"
1400,2,1,7,0,"array([27.01921853, 11.36137605])"
1401,2,1,8,0,"array([26.24806367, 10.57792243])"
1402,1,1,7,0,"array([26.71119203, 11.60756939])"
1403,1,2,7,0,"array([27.33846808, 12.11755264])"
1404,1,1,7,0,"array([27.59695576, 10.96333805])"
1405,1,1,7,0,"array([27.44843244, 11.03335861])"
1406,2,1,7,0,"array([27.03794471, 11.24548647])"
1407,2,1,8,0,"array([25.51767205, 10.97185322])"
1408,2,1,7,0,"array([27.73659907, 10.9290572 ])"
1409,2,1,8,0,"array([26.38605342, 12.09780735])"
1410,2,1,8,0,"array([26.21647841, 12.07481477])"
1411,1,1,8,0,"array([25.26001363, 11.98164305])"
1412,1,3,8,0,"array([26.52286312, 11.54880398])"
1413,2,1,8,0,"array([26.70565649, 11.95500519])"
1414,2,1,7,0,"array([27.08495611, 12.24451861])"
1415,1,1,8,0,"array([26.6108383 , 12.00248078])"
1416,2,1,7,0,"array([26.30400262, 10.6703248 ])"
1417,1,1,8,0,"array([26.25511407, 11.88605398])"
1418,2,5,8,0,"array([25.8018829 , 11.70868425])"
1419,1,1,8,0,"array([26.59566515, 12.57000116])"
1420,2,1,8,0,"array([32.93182489,  9.12184404])"
1421,1,1,7,0,"array([25.05152552, 18.10366692])"
1422,2,2,8,0,"array([26.76387944, 10.10801326])"
1423,1,1,8,0,"array([26.27360253, 11.55536666])"
1424,2,1,8,0,"array([25.88969337, 12.2506584 ])"
1425,1,1,8,0,"array([29.27145885,  3.40199645])"
1426,2,1,8,0,"array([26.16513411, 10.06352111])"
1427,2,1,8,0,"array([27.13054553, 11.9560096 ])"
1428,2,1,8,0,"array([26.2553447 , 12.35628024])"
1429,1,1,8,0,"array([26.49802501, 11.1079719 ])"
1430,2,1,8,0,"array([25.98061271, 11.78522429])"
1431,2,1,7,0,"array([27.91593458, 11.36893346])"
1432,1,1,8,0,"array([26.27764546, 12.01691524])"
1433,2,1,7,0,"array([26.68903769, 11.00178181])"
1434,0,1,7,0,"array([27.10513349, 11.42688321])"
1435,2,1,7,0,"array([27.08889101, 11.14381606])"
1436,1,1,7,0,"array([25.97470098, 11.6416672 ])"
1437,1,2,7,0,"array([27.91099801, 10.32960609])"
1438,1,1,7,0,"array([27.02846256,  9.77280959])"
1439,1,1,8,0,"array([26.09134396, 11.16246032])"
1440,2,1,7,0,"array([27.10691744, 11.55531983])"
1441,0,1,8,0,"array([26.22859682, 11.63975753])"
1442,2,1,8,0,"array([26.36658755, 11.86930521])"
1443,2,4,8,0,"array([26.13073407, 11.05366533])"
1444,2,1,8,0,"array([25.47762877, 11.5021881 ])"
1445,1,2,7,0,"array([27.87115985,  9.71884194])"
1446,2,1,7,0,"array([26.64426433, 10.84519419])"
1447,1,2,8,0,"array([26.53883093, 10.93651472])"
1448,2,2,7,0,"array([27.45182097,  9.86733843])"
1449,2,1,7,0,"array([27.21274064, 11.50593036])"
1450,2,2,8,0,"array([26.61354925, 10.38437502])"
1451,1,2,8,0,"array([28.43307923,  9.91126419])"
1452,2,1,8,0,"array([26.27184594, 11.36569604])"
1453,2,1,7,0,"array([28.41027232, 11.25240883])"
1454,2,1,7,0,"array([27.98787322, 11.24806495])"
1455,2,1,7,0,"array([26.64485141, 11.10367241])"
1456,2,0,7,0,"array([27.35059314, 10.39592051])"
1457,2,1,7,0,"array([27.52643635, 10.6896029 ])"
1458,2,1,8,0,"array([25.82633846, 11.05412593])"
1459,2,1,8,0,"array([25.12774125, 11.35463181])"
